,age,selling_price,km_driven,owner,name,fuel,seller_type,transmission
417,11.0,13500.0,90000.0,2.0,Audi,Diesel,Individual,Automatic
418,10.0,4000.0,75976.0,2.0,Renault,Diesel,Dealer,Manual
419,12.0,2200.0,70000.0,2.0,Ford,Diesel,Individual,Manual
420,11.0,3000.0,85962.0,2.0,Honda,Petrol,Dealer,Manual
421,5.0,2500.0,120000.0,1.0,Maruti,Petrol,Individual,Manual
422,8.0,6000.0,120000.0,1.0,Honda,Diesel,Individual,Manual
423,11.0,2850.0,75000.0,2.0,Honda,Petrol,Individual,Automatic
424,14.0,3500.0,57035.0,1.0,Honda,Petrol,Dealer,Manual
425,12.0,1700.0,70000.0,3.0,Mahindra,Diesel,Individual,Manual
426,8.0,2299.0,45000.0,1.0,Ford,Petrol,Individual,Manual
427,10.0,5000.0,72104.0,2.0,Mahindra,Diesel,Dealer,Manual
428,12.0,750.0,15000.0,1.0,Tata,Petrol,Individual,Manual
429,7.0,6000.0,30000.0,1.0,Hyundai,Petrol,Individual,Manual
430,12.0,2200.0,80000.0,1.0,Tata,Diesel,Individual,Manual
431,14.0,1500.0,164000.0,2.0,Tata,Diesel,Individual,Manual
432,17.0,650.0,124439.0,2.0,Maruti,Petrol,Individual,Manual
433,17.0,1200.0,77000.0,2.0,Maruti,Petrol,Individual,Manual
434,9.0,2400.0,90000.0,1.0,Maruti,Diesel,Individual,Manual
435,6.0,3900.0,30000.0,1.0,Renault,Petrol,Individual,Manual
436,11.0,1800.0,50000.0,1.0,Chevrolet,Petrol,Individual,Manual
437,11.0,3200.0,80000.0,2.0,Maruti,Diesel,Individual,Manual
438,5.0,3100.0,5000.0,1.0,Maruti,Petrol,Individual,Manual
439,5.0,4200.0,24000.0,1.0,Maruti,Petrol,Individual,Automatic
440,4.0,5500.0,10000.0,1.0,Tata,Petrol,Individual,Manual
441,7.0,5500.0,78000.0,3.0,Maruti,Diesel,Individual,Manual
442,5.0,7600.0,50000.0,1.0,Mahindra,Diesel,Individual,Manual
444,5.0,2500.0,20000.0,1.0,Maruti,Petrol,Individual,Manual
445,4.0,5000.0,1250.0,1.0,Hyundai,Petrol,Individual,Manual
446,8.0,3800.0,17152.0,1.0,Tata,Petrol,Individual,Manual
448,11.0,3500.0,77000.0,1.0,Volkswagen,Diesel,Individual,Manual
449,15.0,1950.0,90000.0,2.0,Hyundai,Diesel,Individual,Manual
450,12.0,2250.0,80000.0,2.0,Chevrolet,Petrol,Individual,Manual
451,8.0,11250.0,65000.0,1.0,Toyota,Diesel,Individual,Manual
452,12.0,1330.0,80000.0,1.0,Tata,Diesel,Individual,Manual
453,10.0,2000.0,24005.0,1.0,Hyundai,Petrol,Individual,Manual
454,5.0,9400.0,20000.0,1.0,Maruti,Diesel,Individual,Manual
455,9.0,4000.0,120000.0,1.0,Renault,Diesel,Individual,Manual
456,14.0,1200.0,120000.0,2.0,Hyundai,Petrol,Individual,Manual
457,8.0,6250.0,80000.0,1.0,Maruti,Diesel,Individual,Manual
458,18.0,1100.0,80000.0,1.0,Maruti,Petrol,Individual,Manual
459,11.0,4900.0,100000.0,1.0,Renault,Diesel,Individual,Manual
460,14.0,1400.0,120000.0,2.0,Maruti,Petrol,Individual,Manual
461,12.0,1750.0,149000.0,2.0,Ford,Diesel,Individual,Manual
462,18.0,900.0,65000.0,2.0,Maruti,Petrol,Individual,Manual
463,14.0,2750.0,100000.0,2.0,Maruti,Diesel,Individual,Manual
464,12.0,3000.0,65000.0,2.0,Volkswagen,Diesel,Individual,Manual
465,5.0,2700.0,19000.0,2.0,Datsun,Petrol,Individual,Manual
466,13.0,1300.0,80000.0,2.0,Chevrolet,Petrol,Individual,Manual
467,8.0,2750.0,30000.0,1.0,Maruti,Petrol,Individual,Manual
468,11.0,3520.0,109000.0,1.0,Maruti,Diesel,Individual,Manual
469,11.0,1800.0,90000.0,1.0,Hyundai,LPG,Individual,Manual
470,11.0,1500.0,90000.0,1.0,Maruti,Petrol,Individual,Manual
471,13.0,3000.0,110000.0,2.0,Maruti,Diesel,Individual,Manual
472,16.0,2250.0,120000.0,1.0,Mahindra,Diesel,Individual,Manual
473,9.0,6000.0,44000.0,1.0,Honda,Diesel,Individual,Manual
474,8.0,5000.0,80000.0,1.0,Maruti,Petrol,Individual,Manual
475,5.0,9000.0,5000.0,1.0,Honda,Petrol,Individual,Manual
476,7.0,6000.0,61000.0,1.0,Hyundai,Petrol,Individual,Manual
477,12.0,4500.0,100000.0,2.0,Toyota,Diesel,Individual,Manual
478,14.0,2700.0,27633.0,1.0,Hyundai,Petrol,Individual,Manual
479,13.0,3100.0,100000.0,3.0,Maruti,Diesel,Individual,Manual
480,11.0,2500.0,100000.0,1.0,Hyundai,LPG,Individual,Manual
481,4.0,7000.0,12586.0,1.0,Ford,Petrol,Dealer,Manual
482,5.0,6500.0,38083.0,1.0,Fiat,Diesel,Dealer,Manual
483,11.0,4000.0,55328.0,1.0,Ford,Diesel,Dealer,Manual
484,11.0,4250.0,81632.0,1.0,Ford,Diesel,Dealer,Manual
485,7.0,6000.0,155201.0,1.0,Ford,Diesel,Dealer,Manual
486,10.0,6000.0,93283.0,1.0,Ford,Diesel,Dealer,Manual
488,11.0,4500.0,90165.0,1.0,Ford,Diesel,Dealer,Manual
489,9.0,7500.0,101504.0,1.0,Ford,Diesel,Dealer,Manual
490,13.0,3250.0,86017.0,2.0,Ford,Diesel,Dealer,Manual
491,10.0,9000.0,85036.0,2.0,Mahindra,Diesel,Dealer,Manual
492,17.0,1800.0,91086.0,2.0,Ford,Petrol,Dealer,Manual
493,10.0,3500.0,160254.0,2.0,Fiat,Diesel,Dealer,Manual
494,10.0,6000.0,125531.0,2.0,Ford,Diesel,Dealer,Manual
495,4.0,9000.0,60000.0,1.0,Honda,Diesel,Individual,Manual
496,17.0,3500.0,100000.0,1.0,Skoda,Diesel,Individual,Manual
497,10.0,2800.0,90000.0,3.0,Maruti,Diesel,Individual,Manual
498,14.0,2250.0,120000.0,2.0,Mahindra,Diesel,Individual,Manual
499,9.0,5200.0,82000.0,1.0,Honda,Diesel,Individual,Manual
500,7.0,5099.0,60000.0,1.0,Mahindra,Diesel,Individual,Manual
501,4.0,5560.0,24000.0,1.0,Maruti,Petrol,Individual,Manual
502,9.0,2250.0,120000.0,1.0,Tata,Diesel,Individual,Manual
503,10.0,3250.0,65000.0,1.0,Honda,Diesel,Dealer,Manual
504,10.0,3650.0,65000.0,1.0,Maruti,Diesel,Dealer,Manual
505,8.0,8500.0,84000.0,1.0,Hyundai,Diesel,Dealer,Manual
506,10.0,3500.0,75000.0,1.0,Toyota,Diesel,Dealer,Manual
507,16.0,2250.0,50000.0,1.0,Maruti,Diesel,Dealer,Manual
508,12.0,1350.0,50000.0,1.0,Maruti,Petrol,Individual,Manual
509,16.0,1400.0,49000.0,1.0,Maruti,Petrol,Dealer,Manual
511,8.0,2750.0,14365.0,1.0,Renault,Petrol,Dealer,Manual
513,10.0,4849.0,65000.0,1.0,Hyundai,Diesel,Dealer,Manual
514,8.0,5650.0,65000.0,1.0,Maruti,Diesel,Dealer,Manual
515,10.0,4250.0,61083.0,1.0,Maruti,Diesel,Dealer,Manual
516,10.0,9250.0,75000.0,1.0,Toyota,Diesel,Individual,Manual
517,11.0,5650.0,72000.0,1.0,Mahindra,Diesel,Dealer,Manual
518,9.0,5250.0,65000.0,1.0,Renault,Diesel,Dealer,Manual
520,8.0,2950.0,21000.0,2.0,Hyundai,Petrol,Dealer,Manual
523,6.0,11000.0,10000.0,1.0,Hyundai,Petrol,Individual,Automatic
525,7.0,6700.0,7104.0,1.0,Maruti,Petrol,Dealer,Manual
526,8.0,7500.0,45974.0,1.0,Maruti,Diesel,Dealer,Manual
527,8.0,7600.0,55340.0,1.0,Hyundai,Petrol,Dealer,Manual
528,6.0,8500.0,20000.0,2.0,Volkswagen,Petrol,Dealer,Automatic
529,8.0,3900.0,61585.0,1.0,Renault,Diesel,Dealer,Manual
530,7.0,4500.0,39415.0,2.0,Maruti,Petrol,Dealer,Automatic
531,9.0,4250.0,29654.0,1.0,Honda,Petrol,Dealer,Manual
532,7.0,7700.0,64672.0,1.0,Maruti,Diesel,Dealer,Manual
533,8.0,11500.0,54634.0,2.0,Hyundai,Diesel,Dealer,Automatic
534,8.0,7750.0,66521.0,1.0,Honda,Petrol,Dealer,Manual
537,10.0,4500.0,1000.0,2.0,Renault,Diesel,Dealer,Manual
541,7.0,5350.0,52600.0,1.0,Hyundai,Diesel,Individual,Manual
542,11.0,2250.0,110000.0,2.0,Maruti,Petrol,Individual,Manual
543,6.0,5500.0,19890.0,1.0,Hyundai,Petrol,Dealer,Automatic
544,8.0,6250.0,11918.0,1.0,Maruti,Petrol,Dealer,Manual
545,6.0,5200.0,10510.0,1.0,Hyundai,Petrol,Dealer,Automatic
546,7.0,2390.0,41000.0,1.0,Chevrolet,Petrol,Dealer,Manual
548,11.0,2299.0,49824.0,1.0,Hyundai,Petrol,Dealer,Manual
549,10.0,13000.0,58500.0,1.0,Audi,Diesel,Dealer,Automatic
550,18.0,800.0,56580.0,1.0,Hyundai,Petrol,Dealer,Manual
551,11.0,3850.0,52000.0,1.0,Skoda,Diesel,Dealer,Manual
552,6.0,6000.0,46507.0,1.0,Maruti,Diesel,Dealer,Manual
553,10.0,3500.0,50000.0,2.0,Hyundai,Petrol,Individual,Manual
554,9.0,1149.0,30000.0,1.0,Maruti,Petrol,Individual,Manual
555,10.0,3800.0,50000.0,2.0,Hyundai,Petrol,Individual,Manual
557,7.0,9000.0,35000.0,1.0,Mahindra,Diesel,Individual,Manual
558,11.0,2009.0,90000.0,2.0,Chevrolet,Petrol,Individual,Manual
559,9.0,2299.0,11451.0,1.0,Maruti,Petrol,Individual,Manual
560,4.0,8000.0,60000.0,1.0,Tata,Diesel,Individual,Manual
561,11.0,1500.0,172000.0,2.0,Mahindra,Diesel,Individual,Manual
562,5.0,6000.0,60000.0,1.0,Maruti,Diesel,Individual,Manual
563,18.0,1500.0,150000.0,1.0,Chevrolet,Diesel,Individual,Manual
564,14.0,1500.0,66000.0,1.0,Chevrolet,Diesel,Individual,Manual
565,4.0,3800.0,5000.0,1.0,Maruti,Petrol,Individual,Manual
566,17.0,800.0,66508.0,2.0,Maruti,Petrol,Individual,Manual
567,16.0,2250.0,55000.0,2.0,Honda,Petrol,Individual,Manual
568,11.0,750.0,29900.0,1.0,Tata,Petrol,Individual,Manual
570,11.0,1850.0,85000.0,1.0,Tata,Diesel,Individual,Manual
571,12.0,4250.0,50000.0,1.0,Mahindra,Diesel,Individual,Manual
572,13.0,1000.0,120000.0,2.0,Tata,Diesel,Individual,Manual
573,15.0,1400.0,90000.0,3.0,Maruti,Petrol,Individual,Manual
574,6.0,7100.0,8000.0,1.0,Maruti,Petrol,Individual,Automatic
575,8.0,4500.0,7900.0,1.0,Honda,Petrol,Individual,Automatic
576,6.0,2100.0,50000.0,1.0,Datsun,Petrol,Individual,Manual
577,7.0,2700.0,25000.0,1.0,Maruti,Petrol,Individual,Manual
578,14.0,1100.0,20000.0,1.0,Maruti,Petrol,Individual,Manual
579,5.0,5400.0,17500.0,1.0,Maruti,Petrol,Individual,Manual
580,15.0,1450.0,25000.0,1.0,Mahindra,Petrol,Individual,Manual
582,10.0,2500.0,88600.0,1.0,Hyundai,LPG,Individual,Manual
583,11.0,1100.0,80000.0,1.0,Tata,Diesel,Individual,Manual
586,13.0,1400.0,60000.0,1.0,Chevrolet,Petrol,Individual,Manual
587,4.0,9250.0,11000.0,1.0,Maruti,Petrol,Individual,Manual
588,6.0,9699.0,30000.0,1.0,Tata,Diesel,Individual,Manual
589,16.0,900.0,80000.0,3.0,Hyundai,CNG,Individual,Manual
592,4.0,9000.0,15000.0,1.0,Mahindra,Diesel,Individual,Manual
593,12.0,1350.0,90000.0,1.0,Maruti,Petrol,Individual,Manual
594,11.0,1800.0,120000.0,1.0,Maruti,Petrol,Individual,Manual
595,10.0,4950.0,100000.0,2.0,Hyundai,Diesel,Individual,Manual
596,14.0,4000.0,138000.0,3.0,Toyota,Diesel,Individual,Manual
597,15.0,2500.0,110000.0,2.0,Hyundai,Diesel,Individual,Manual
599,12.0,3110.0,70000.0,2.0,Honda,Petrol,Individual,Automatic
600,8.0,1900.0,70000.0,1.0,Maruti,Petrol,Individual,Manual
601,12.0,3110.0,140000.0,1.0,Mahindra,Diesel,Individual,Manual
602,14.0,3000.0,15000.0,1.0,Maruti,Petrol,Individual,Manual
603,5.0,6000.0,20000.0,1.0,Honda,Petrol,Individual,Manual
604,14.0,5500.0,100000.0,1.0,Mahindra,Diesel,Individual,Manual
605,8.0,6000.0,70000.0,1.0,Skoda,Petrol,Individual,Automatic
606,5.0,1950.0,5000.0,1.0,Maruti,Petrol,Individual,Manual
607,10.0,580.0,27974.0,1.0,Tata,Petrol,Individual,Manual
608,5.0,1830.0,40000.0,1.0,Maruti,Petrol,Individual,Manual
609,10.0,2500.0,38000.0,1.0,Maruti,Petrol,Individual,Manual
610,9.0,4000.0,35000.0,1.0,Tata,Petrol,Individual,Manual
611,11.0,4099.0,60000.0,2.0,Hyundai,Diesel,Individual,Manual
612,19.0,1200.0,120000.0,2.0,Skoda,Diesel,Individual,Manual
613,5.0,6000.0,18000.0,1.0,Maruti,Petrol,Individual,Automatic
614,7.0,6000.0,10000.0,1.0,Honda,Petrol,Individual,Manual
615,8.0,8250.0,90000.0,3.0,Mahindra,Diesel,Individual,Manual
616,7.0,6250.0,80000.0,2.0,Toyota,Diesel,Individual,Manual
617,3.0,7000.0,1400.0,1.0,Hyundai,Diesel,Individual,Manual
618,12.0,1600.0,60000.0,1.0,Chevrolet,Petrol,Individual,Manual
619,12.0,1149.0,60000.0,3.0,Maruti,Petrol,Individual,Manual
620,14.0,1500.0,53000.0,1.0,Maruti,Petrol,Individual,Manual
621,13.0,2500.0,100000.0,1.0,Volkswagen,Diesel,Dealer,Manual
622,11.0,3900.0,86000.0,2.0,Hyundai,Diesel,Dealer,Manual
623,8.0,6500.0,100000.0,1.0,Renault,Diesel,Individual,Manual
624,7.0,6000.0,30000.0,1.0,Hyundai,Diesel,Individual,Manual
625,12.0,2500.0,120000.0,1.0,Hyundai,Petrol,Individual,Manual
626,12.0,2299.0,60000.0,2.0,Hyundai,LPG,Individual,Manual
627,7.0,2990.0,50000.0,2.0,Maruti,Diesel,Individual,Manual
628,13.0,3300.0,124000.0,2.0,Chevrolet,Diesel,Individual,Manual
629,11.0,1800.0,100000.0,3.0,Hyundai,Petrol,Individual,Manual
630,6.0,4750.0,42000.0,1.0,Hyundai,Petrol,Individual,Manual
631,8.0,3250.0,100000.0,1.0,Hyundai,Diesel,Individual,Manual
632,7.0,6390.0,28205.0,1.0,Honda,Petrol,Dealer,Manual
633,6.0,4150.0,32670.0,1.0,Maruti,Petrol,Dealer,Automatic
634,7.0,11990.0,30093.0,1.0,Hyundai,Diesel,Dealer,Automatic
635,10.0,5250.0,56228.0,1.0,Maruti,CNG,Dealer,Manual
636,10.0,4250.0,59319.0,1.0,Hyundai,Petrol,Dealer,Manual
637,7.0,6990.0,39503.0,1.0,Maruti,Diesel,Dealer,Manual
638,10.0,3250.0,35299.0,1.0,Hyundai,Petrol,Dealer,Manual
639,12.0,2750.0,51687.0,1.0,Toyota,Petrol,Dealer,Manual
640,12.0,2690.0,76259.0,1.0,Volkswagen,Petrol,Dealer,Automatic
641,10.0,3990.0,44049.0,1.0,Volkswagen,Diesel,Dealer,Manual
642,6.0,4750.0,45087.0,1.0,Mahindra,Diesel,Dealer,Manual
643,12.0,2490.0,41125.0,1.0,Toyota,Petrol,Dealer,Manual
645,12.0,2549.0,54206.0,1.0,Volkswagen,Petrol,Dealer,Manual
646,11.0,2690.0,52547.0,1.0,Skoda,Petrol,Dealer,Manual
647,9.0,6650.0,59110.0,1.0,Maruti,Diesel,Dealer,Manual
648,9.0,2990.0,54565.0,1.0,Maruti,Petrol,Dealer,Manual
649,13.0,2650.0,47564.0,2.0,Hyundai,Petrol,Dealer,Manual
650,13.0,2110.0,45143.0,2.0,Volkswagen,Petrol,Dealer,Manual
651,10.0,5990.0,61624.0,2.0,Skoda,Petrol,Dealer,Automatic
653,9.0,5500.0,50000.0,1.0,Hyundai,Diesel,Individual,Manual
655,13.0,2200.0,120000.0,2.0,Tata,Diesel,Individual,Manual
656,4.0,5000.0,20000.0,1.0,Maruti,Petrol,Individual,Manual
657,13.0,1400.0,30000.0,1.0,Maruti,Petrol,Individual,Manual
658,10.0,3250.0,60000.0,1.0,Maruti,Diesel,Individual,Manual
659,13.0,2100.0,90000.0,3.0,Hyundai,Petrol,Individual,Manual
660,15.0,1100.0,90000.0,2.0,Maruti,Petrol,Individual,Manual
661,4.0,12000.0,25000.0,1.0,Hyundai,Diesel,Individual,Manual
662,6.0,2299.0,40000.0,1.0,Maruti,Petrol,Individual,Manual
663,17.0,1650.0,132000.0,1.0,Maruti,Petrol,Individual,Manual
664,5.0,5250.0,10980.0,1.0,Tata,Petrol,Dealer,Automatic
665,5.0,3250.0,20629.0,1.0,Hyundai,Petrol,Dealer,Manual
667,8.0,4000.0,30000.0,1.0,Hyundai,Petrol,Individual,Automatic
668,8.0,5500.0,69782.0,1.0,Maruti,Petrol,Dealer,Manual
669,20.0,980.0,54000.0,1.0,Maruti,Petrol,Individual,Manual
670,10.0,9000.0,63654.0,1.0,Mahindra,Diesel,Dealer,Manual
671,6.0,7000.0,60000.0,1.0,Renault,Diesel,Individual,Manual
672,8.0,8900.0,52000.0,1.0,Mahindra,Diesel,Dealer,Manual
673,8.0,4900.0,59385.0,1.0,Maruti,Diesel,Dealer,Manual
674,8.0,5250.0,70378.0,1.0,Hyundai,Petrol,Dealer,Manual
675,10.0,3300.0,55425.0,1.0,Maruti,Petrol,Dealer,Manual
676,10.0,5500.0,78413.0,2.0,Mahindra,Diesel,Dealer,Manual
677,5.0,7900.0,40890.0,1.0,Mahindra,Diesel,Dealer,Manual
678,8.0,3500.0,34823.0,2.0,Honda,Petrol,Dealer,Manual
680,6.0,7500.0,55545.0,1.0,Maruti,Diesel,Dealer,Manual
681,9.0,4099.0,56541.0,1.0,Honda,Diesel,Dealer,Manual
682,7.0,2200.0,43700.0,1.0,Hyundai,Petrol,Individual,Manual
683,14.0,680.0,120000.0,2.0,Tata,Petrol,Individual,Manual
684,6.0,2900.0,20000.0,1.0,Hyundai,Petrol,Individual,Manual
685,9.0,6000.0,27483.0,1.0,Honda,Diesel,Dealer,Manual
686,4.0,4700.0,8000.0,1.0,Maruti,Petrol,Individual,Manual
687,15.0,1500.0,30000.0,1.0,Hyundai,Petrol,Individual,Manual
688,9.0,1800.0,56207.0,2.0,Maruti,Petrol,Dealer,Manual
689,17.0,800.0,70000.0,1.0,Maruti,Petrol,Individual,Manual
690,5.0,8750.0,1440.0,1.0,Honda,Petrol,Individual,Manual
691,4.0,3000.0,50000.0,1.0,Maruti,Petrol,Individual,Manual
693,6.0,13300.0,91195.0,1.0,Toyota,Diesel,Dealer,Manual
694,12.0,2200.0,63657.0,1.0,Volkswagen,Diesel,Dealer,Manual
695,10.0,2500.0,60000.0,1.0,Mahindra,Diesel,Individual,Manual
696,7.0,9199.0,75000.0,1.0,Toyota,Diesel,Dealer,Manual
697,10.0,3800.0,97248.0,1.0,Volkswagen,Petrol,Dealer,Manual
698,11.0,4500.0,46000.0,1.0,Maruti,Diesel,Individual,Manual
699,7.0,7700.0,10000.0,1.0,Hyundai,Petrol,Individual,Automatic
700,5.0,5500.0,80000.0,1.0,Maruti,Diesel,Individual,Manual
701,12.0,3200.0,100000.0,2.0,Tata,Diesel,Individual,Manual
702,10.0,4000.0,35000.0,1.0,Maruti,Petrol,Individual,Manual
703,6.0,4500.0,50000.0,1.0,Maruti,Petrol,Individual,Automatic
704,12.0,2200.0,90000.0,3.0,Maruti,Diesel,Individual,Manual
705,11.0,4000.0,150000.0,2.0,Mahindra,Diesel,Individual,Manual
706,10.0,5300.0,89000.0,2.0,Hyundai,Petrol,Individual,Manual
707,9.0,3900.0,60000.0,2.0,Maruti,Diesel,Individual,Manual
708,11.0,1850.0,100000.0,2.0,Fiat,Diesel,Individual,Manual
709,11.0,3000.0,100000.0,2.0,Maruti,Petrol,Individual,Manual
710,9.0,5750.0,90000.0,2.0,Maruti,Diesel,Individual,Manual
711,9.0,3000.0,75000.0,1.0,Maruti,Petrol,Individual,Manual
712,6.0,4250.0,36000.0,1.0,Toyota,Diesel,Dealer,Manual
713,7.0,3500.0,12000.0,1.0,Hyundai,Petrol,Individual,Manual
714,6.0,5500.0,12997.0,1.0,Honda,Diesel,Dealer,Manual
715,6.0,5000.0,40000.0,1.0,Maruti,Petrol,Individual,Automatic
716,8.0,6000.0,60000.0,1.0,Mahindra,Diesel,Individual,Manual
717,10.0,3000.0,25000.0,2.0,Mahindra,Diesel,Individual,Manual
718,5.0,11500.0,26430.0,1.0,Hyundai,Diesel,Dealer,Manual
719,8.0,4750.0,24600.0,1.0,Maruti,Petrol,Dealer,Manual
720,12.0,2600.0,28481.0,1.0,Maruti,Petrol,Dealer,Manual
721,10.0,3500.0,100000.0,1.0,Ford,Petrol,Individual,Manual
722,10.0,7500.0,41988.0,1.0,Mahindra,Diesel,Dealer,Manual
723,14.0,1800.0,30375.0,1.0,Maruti,Petrol,Dealer,Manual
724,6.0,3500.0,7658.0,1.0,Renault,Petrol,Dealer,Automatic
725,6.0,6110.0,34400.0,1.0,Maruti,Diesel,Dealer,Manual
726,6.0,3250.0,18500.0,1.0,Renault,Petrol,Dealer,Manual
727,11.0,2250.0,48000.0,1.0,Hyundai,Petrol,Dealer,Manual
728,9.0,3000.0,28942.0,1.0,Maruti,Petrol,Dealer,Automatic
729,6.0,4000.0,50000.0,2.0,Mahindra,Diesel,Individual,Manual
730,11.0,7110.0,53600.0,1.0,Mahindra,Diesel,Dealer,Manual
731,8.0,8510.0,53652.0,1.0,Toyota,Diesel,Dealer,Manual
732,9.0,5000.0,25000.0,1.0,Maruti,Petrol,Individual,Manual
733,16.0,2500.0,80000.0,2.0,Toyota,Diesel,Individual,Manual
734,6.0,1500.0,50000.0,1.0,Maruti,Petrol,Individual,Manual
735,7.0,6100.0,15000.0,2.0,Mahindra,Diesel,Individual,Manual
736,5.0,4500.0,5000.0,1.0,Mahindra,Petrol,Individual,Manual
737,6.0,7440.0,106000.0,1.0,Hyundai,Diesel,Individual,Manual
738,15.0,1200.0,100000.0,3.0,Chevrolet,Petrol,Individual,Manual
739,7.0,2200.0,60000.0,3.0,Renault,Petrol,Individual,Manual
741,6.0,3700.0,82000.0,1.0,Maruti,Petrol,Individual,Automatic
742,20.0,550.0,35000.0,2.0,Fiat,Diesel,Individual,Manual
744,12.0,2600.0,125000.0,3.0,Hyundai,Diesel,Individual,Manual
745,8.0,3500.0,130000.0,1.0,Fiat,Diesel,Individual,Manual
746,11.0,1700.0,97000.0,2.0,Maruti,CNG,Individual,Manual
747,8.0,3500.0,90000.0,2.0,Hyundai,Petrol,Individual,Manual
748,14.0,2500.0,60000.0,3.0,Maruti,Petrol,Individual,Manual
749,10.0,1700.0,60000.0,1.0,Tata,Diesel,Individual,Manual
750,5.0,13000.0,35000.0,1.0,Mahindra,Diesel,Individual,Manual
751,4.0,5500.0,25000.0,1.0,Hyundai,Petrol,Individual,Manual
752,6.0,4000.0,15000.0,1.0,Honda,Petrol,Individual,Manual
753,12.0,1200.0,20000.0,1.0,Tata,Petrol,Individual,Manual
754,13.0,2750.0,70000.0,1.0,Ford,Petrol,Individual,Manual
755,7.0,2850.0,90000.0,1.0,Tata,Petrol,Individual,Manual
756,7.0,9000.0,80000.0,1.0,Hyundai,Diesel,Individual,Manual
758,10.0,6200.0,70000.0,2.0,Hyundai,Diesel,Individual,Manual
760,5.0,6500.0,15000.0,1.0,Ford,Petrol,Individual,Manual
761,9.0,5000.0,35000.0,1.0,Maruti,Petrol,Individual,Manual
762,14.0,2500.0,120000.0,2.0,Tata,Diesel,Individual,Manual
763,5.0,9500.0,15000.0,2.0,Mahindra,Diesel,Individual,Manual
764,8.0,3200.0,60000.0,1.0,Toyota,Petrol,Individual,Manual
765,10.0,4500.0,120000.0,1.0,Renault,Diesel,Individual,Manual
766,7.0,3500.0,90000.0,1.0,Mahindra,Diesel,Individual,Manual
767,8.0,4000.0,90000.0,1.0,Maruti,Petrol,Individual,Manual
768,14.0,2500.0,72000.0,2.0,Hyundai,Diesel,Individual,Manual
772,6.0,12000.0,50000.0,1.0,Tata,Diesel,Individual,Automatic
773,12.0,4500.0,60000.0,3.0,Hyundai,Petrol,Individual,Automatic
774,5.0,6150.0,40000.0,1.0,Maruti,Petrol,Individual,Manual
775,11.0,4000.0,60000.0,2.0,Maruti,Diesel,Individual,Manual
776,10.0,600.0,40000.0,1.0,Tata,Petrol,Individual,Manual
777,6.0,5000.0,9161.0,1.0,Maruti,Petrol,Individual,Manual
778,8.0,6000.0,45000.0,1.0,Honda,Petrol,Individual,Manual
779,13.0,1100.0,110000.0,1.0,Hyundai,Petrol,Individual,Manual
780,10.0,1750.0,80000.0,1.0,Hyundai,Petrol,Individual,Manual
781,12.0,3250.0,100000.0,2.0,Ford,Diesel,Individual,Manual
782,6.0,4250.0,90000.0,1.0,Maruti,Diesel,Individual,Manual
783,14.0,1600.0,70000.0,3.0,Hyundai,CNG,Individual,Manual
784,16.0,1000.0,80000.0,3.0,Maruti,Petrol,Individual,Manual
785,9.0,3900.0,110000.0,2.0,Maruti,Diesel,Individual,Manual
786,6.0,4000.0,50000.0,1.0,Hyundai,Petrol,Individual,Manual
787,5.0,5099.0,5000.0,1.0,Tata,Petrol,Individual,Manual
788,15.0,1500.0,90000.0,3.0,Hyundai,Petrol,Individual,Manual
789,14.0,1100.0,120000.0,1.0,Hyundai,Petrol,Individual,Manual
790,10.0,4500.0,80000.0,1.0,Nissan,Diesel,Individual,Manual
791,6.0,4000.0,38000.0,2.0,Hyundai,Petrol,Individual,Manual
792,14.0,1400.0,120000.0,1.0,Hyundai,Petrol,Individual,Manual
793,12.0,1300.0,90000.0,1.0,Tata,Diesel,Individual,Manual
794,6.0,1600.0,50000.0,1.0,Maruti,Petrol,Individual,Manual
795,7.0,1500.0,60000.0,1.0,Maruti,Petrol,Individual,Manual
796,10.0,5000.0,100000.0,2.0,Mahindra,Diesel,Individual,Manual
797,12.0,400.0,19000.0,1.0,Tata,Petrol,Individual,Manual
799,8.0,2270.0,70000.0,2.0,Mahindra,Diesel,Individual,Manual
800,12.0,2850.0,50000.0,2.0,Maruti,Diesel,Individual,Manual
801,11.0,1550.0,19077.0,2.0,Maruti,Petrol,Individual,Manual
802,7.0,2100.0,30000.0,1.0,Hyundai,Petrol,Individual,Manual
803,14.0,1400.0,80000.0,2.0,Maruti,Petrol,Individual,Manual
804,8.0,9400.0,128000.0,1.0,Toyota,Diesel,Individual,Manual
805,10.0,7500.0,80000.0,1.0,Nissan,Diesel,Individual,Manual
806,7.0,6100.0,100000.0,1.0,Maruti,Diesel,Individual,Manual
807,8.0,4500.0,50000.0,1.0,Nissan,Diesel,Individual,Manual
808,11.0,4099.0,56000.0,1.0,Toyota,Diesel,Individual,Manual
809,5.0,1000.0,21302.0,1.0,Hyundai,Petrol,Individual,Manual
810,5.0,3000.0,10500.0,1.0,Renault,Petrol,Individual,Manual
811,10.0,4000.0,107000.0,1.0,Mahindra,Diesel,Individual,Manual
812,13.0,2100.0,60000.0,2.0,Hyundai,Petrol,Individual,Manual
813,17.0,900.0,120000.0,2.0,Hyundai,Petrol,Individual,Manual
814,13.0,2220.0,70000.0,1.0,Maruti,Petrol,Individual,Manual
815,8.0,2400.0,50000.0,2.0,Maruti,Petrol,Individual,Manual
816,10.0,4500.0,70000.0,2.0,Toyota,Diesel,Individual,Manual
